Vendor,Address,Second Address,City,Zip Code,County,Location
BELLAMAR MARKET,W 2607 6TH ST,,LOS ANGELES,90057,LOS ANGELES,"(34.062098, -118.2805)"
STATER BROS. #132,E 7511 ORANGETHORPE AVE,,BUENA PARK,90621,ORANGE,"(33.860076, -118.00183)"
MINNEHAHA FOOD MARKET,4990 UNIVERSITY AVE,STE B & C,SAN DIEGO,92105,SAN DIEGO,"(32.749771, -117.0873)"
STATER BROS. #135,E 1111 IMPERIAL HWY,,PLACENTIA,92870,ORANGE,"(33.905735, -117.8432)"
STATER BROS. #165,E 3325 CHAPMAN AVE,,ORANGE,92869,ORANGE,"(33.788787, -117.8178)"
BASIC NUTRITION #1,1626 BEALE AVE,STE A,BAKERSFIELD,93305,KERN,"(35.38525, -118.9869)"
STATER BROS. #158,N 1048 EL CAMINO REAL,,ENCINITAS,92024,SAN DIEGO,"(33.067163, -117.2658)"
BASIC NUTRITION #2,624 MORNING DR,STE D,BAKERSFIELD,93306,KERN,"(35.368218, -118.91463)"
BASIC NUTRITION #3,104 BRUNDAGE LN,,BAKERSFIELD,93304,KERN,"(35.353926, -119.00378)"
BASIC NUTRITION #4,1601 MCDONALD WAY,STE B,BAKERSFIELD,93309,KERN,"(35.340402, -119.05329)"
STATER BROS. #182,28988 GREENSPOT RD,,HIGHLAND,92346,SAN BERNARDINO,"(34.111416, -117.17259)"
BASIC NUTRITION #7,W 525 COLUMBUS ST,,BAKERSFIELD,93301,KERN,"(35.397344, -119.00776)"
STATER BROS. #155,E 7814 FIRESTONE BLVD,,DOWNEY,90241,LOS ANGELES,"(33.944054, -118.14172)"
STATER BROS. #041,S 14600 BROOKHURST AVE,,WESTMINSTER,92683,ORANGE,"(33.750936, -117.95435)"
BEACH NUTRITION,17406 BEACH BLVD,,HUNTINGTON BEACH,92647,ORANGE,"(33.709677, -117.989)"
BELLAMAR MARKET,W 1429 3RD ST,,LOS ANGELES,90017,LOS ANGELES,"(34.05886, -118.26241)"
BELLAMAR NUTRITION CENTER,S 709 ATLANTIC BLVD,,LOS ANGELES,90022,LOS ANGELES,"(34.022269, -118.15672)"
SMART & FINAL #937,W 350 SAN YSIDRO BLVD,,SAN YSIDRO,92173,SAN DIEGO,"(32.554333, -117.05061)"
SMART & FINAL #930,13439 CAMINO CANADA,,EL CAJON,92021,SAN DIEGO,"(32.824237, -116.90373)"
BEST BARGAIN,W 209 ARBOR VITAE ST,,INGLEWOOD,90301,LOS ANGELES,"(33.9527, -118.35845)"
BEST BUY MARKET,W 1300 WALNUT AVE,,VISALIA,93277,TULARE,"(36.313394, -119.30615)"
SMART & FINAL #934,3681 AVOCADO AVE,,LA MESA,91941,SAN DIEGO,"(32.746709, -116.96257)"
MOMMY'S NUTRITIONAL CENTER,W 1644 CARSON ST,STE D,TORRANCE,90501,LOS ANGELES,"(33.831001, -118.30777)"
MI FAMILIA SUPERMARKET,S 420 MEADOWBROOKE DR,,SAN DIEGO,92114,SAN DIEGO,"(32.698242, -117.02729)"
BEST FOOD MARKET,5425 LONG BEACH BLVD,,LONG BEACH,90805,LOS ANGELES,"(33.854847, -118.19722)"
BETTER TRADE MARKET,1310 MOUNT VERNON AVE,,BAKERSFIELD,93306,KERN,"(35.376552, -118.96757)"
SMART & FINAL #932,10740 WESTVIEW PKWY,,SAN DIEGO,92126,SAN DIEGO,"(32.91548, -117.12194)"
SMART & FINAL #936,E 360 H ST,,CHULA VISTA,91910,SAN DIEGO,"(32.640627, -117.04934)"
BABY NUTRITION #4,N 1125 GOLDEN STATE BLVD,STE #H,TURLOCK,95380,STANISLAUS,"(37.503621, -120.85532)"
SMART & FINAL #929,9870 MAGNOLIA AVE,,SANTEE,92071,SAN DIEGO,"(32.856417, -116.97181)"
SMART & FINAL #931,2800 FLETCHER PKWY,,EL CAJON,92020,SAN DIEGO,"(32.800311, -117.00206)"
ABC FOODS,S 1010 MAIN ST,UNIT C,PIXLEY,93256,TULARE,"(35.964976, -119.29192)"
SEELEY MARKET,1805 EVAN HEWES HWY,UNIT 549,SEELEY,92273,IMPERIAL,"(32.790955, -115.69112)"
BIG TREE'S MARKET,2182 HIGHWAY 4,,ARNOLD,95223,CALAVERAS,"(38.238888, -120.36451)"
BIG VALLEY FOOD,1832 MONTE DIABLO AVE,,STOCKTON,95203,SAN JOAQUIN,"(37.958743, -121.32017)"
BLYTHE RANCH MARKET,W 1385 HOBSONWAY DR,,BLYTHE,92225,RIVERSIDE,"(33.612131, -114.61269)"
BOY'S MARKET,E 438 COLONIA RD,,OXNARD,93030,VENTURA,"(34.206286, -119.17342)"
BROADWAY MARKET,E 9345 BROADWAY ST,,PLANADA,95365,MERCED,"(37.290536, -120.31878)"
PRODUCE PRO,2314 SAN PABLO AVE,,OAKLAND,94612,ALAMEDA,"(37.814049, -122.274)"
BUENOS AMIGOS MARKET,2225 EL CAMINO REAL,,SANTA CLARA,95050,SANTA CLARA,"(37.352886, -121.96331)"
BUY LOW MARKET,10951 ROSECRANS AVE,,NORWALK,90650,LOS ANGELES,"(33.902175, -118.1009)"
BUY LOW MARKET,N 250 LA BREA AVE,,INGLEWOOD,90301,LOS ANGELES,"(33.966553, -118.35356)"
CALIF NUTRITION & WATER STORE,N 423 SANTA FE AVE,,VISTA,92084,SAN DIEGO,"(33.2052, -117.2449)"
CALIFORNIA KIDS NUTR. CENTE,E 4505 SLAUSON AVE,STE D,MAYWOOD,90270,LOS ANGELES,"(33.987362, -118.18476)"
CALIFORNIA MARKET,7639 GREENLEAF AVE,,WHITTIER,90602,LOS ANGELES,"(33.972577, -118.03773)"
CALIFORNIA RANCH MARKET,27526 US HIGHWAY 74,,SUN CITY,92585,RIVERSIDE,"(33.749069, -117.17987)"
CALIMEX MARKET,2901 WHITTIER BLVD,K,LOS ANGELES,90023,LOS ANGELES,"(34.031021, -118.20821)"
CALIMEX MARKET,N 318 BROOKHURST ST,,ANAHEIM,92801,ORANGE,"(33.836264, -117.95899)"
FIRST STEP NUTRITION #5,138 FRONT ST,,FARMERSVILLE,93223,TULARE,"(36.304683, -119.2076)"
FIRST STEP NUTRITION #4,N 1529 DINUBA WAY,,VISALIA,93291,TULARE,"(36.343257, -119.2971)"
FIRST STEP NUTRITION #10,W 295 HERMOSA,,LINDSAY,93247,TULARE,"(36.204399, -119.09376)"
FIRST STEP NUTRITION #2,E 238 CROSS AVE,,TULARE,93274,TULARE,"(36.213331, -119.34673)"
HEALTHY FAMILIES MARKET,E 1270 LELAND RD,STE 103,PITTSBURG,94565,CONTRA COSTA,"(38.007928, -121.87008)"
FIRST STEP NUTRITION #1,W 3621 WALNUT AVE,,VISALIA,93277,TULARE,"(36.312833, -119.33108)"
FRESCO MARKET PLACE,S 183 L ST,,DINUBA,93618,TULARE,"(36.540724, -119.39009)"
SAVE-A-LOT #926,73544 TWENTYNINE PALMS HWY,,TWENTYNINE PALMS,92277,SAN BERNARDINO,"(34.135904, -116.05784)"
FIRST STEP NUTRITION #9,2570 JENSEN AVE,STE 116,SANGER,93657,FRESNO,"(36.707308, -119.57355)"
FRESCO MARKET PLACE,12825 AVENUE 413,STE K,OROSI,93647,TULARE,"(36.538904, -119.2863)"
EL MERCADO MARKET,S 119 C ST,,MADERA,93638,MADERA,"(36.962809, -120.05638)"
FIRST STEP NUTRITION #8,1120 WHITLEY AVE,,CORCORAN,93212,KINGS,"(36.098226, -119.5619)"
FIRST STEP NUTRITION #3,W 1508 GRAND AVE,,GROVER BEACH,93433,SAN LUIS OBISPO,"(35.121198, -120.61406)"
FIRST STEP NUTRITION #11,300 STATE AVE,,SHAFTER,93263,KERN,"(35.500329, -119.27319)"
FIRST STEP NUTRITION #12,W 308 OLIVE AVE,,PORTERVILLE,93257,TULARE,"(36.065643, -119.02379)"
RANCHO SAN MIGUEL #024,E 1410 YOSEMITE AVE,,MADERA,93638,MADERA,"(36.972343, -120.04494)"
CARE NUTRITION,2479 FLORES ST,,SAN MATEO,94403,SAN MATEO,"(37.544209, -122.30703)"
CARNICERIA 21 MARKET,N 825 VIRGIL AVE,,LOS ANGELES,90029,LOS ANGELES,"(34.086442, -118.28717)"
CARNICERIA COLIMA,E 2746 VINEYARD AVE,,OXNARD,93036,VENTURA,"(34.236623, -119.16964)"
CARNICERIA COLIMA,N 2303 CHESTNUT AVE,,FRESNO,93703,FRESNO,"(36.771496, -119.73682)"
CARNICERIA DON JUAN #2,12922 VANOWEN ST,,NORTH HOLLYWOOD,91605,LOS ANGELES,"(34.193722, -118.41465)"
LITTLE KIDS NUTRITION/FISH MKT,E 1078 VISTA WAY,,VISTA,92084,SAN DIEGO,"(33.214373, -117.22817)"
SUPER CARNICERIA LA CHIQUIT,W 1000 MAIN ST,,SANTA MARIA,93458,SANTA BARBARA,"(34.952895, -120.44961)"
CARNICERIA HACIENDA,S 657 VENTURA RD,,OXNARD,93030,VENTURA,"(34.195717, -119.19484)"
CARNICERIA LA BARATA,201 EL CAMINO REAL,,GREENFIELD,93927,MONTEREY,"(36.320884, -121.24387)"
CARNICERIA LAS GLORIAS,13373 PERRIS BLVD,D-304,MORENO VALLEY,92553,RIVERSIDE,"(33.926137, -117.22694)"
CARNICERIA MONARCA #2,S 1200 GREENWOOD AVE,,MONTEBELLO,90640,LOS ANGELES,"(33.990277, -118.1216)"
QUICKEROO #577,N 5102 NORTH WEST AVE,,FRESNO,93711,FRESNO,"(36.810039, -119.8261)"
BUY N BYE MARKET,1235 SANGER AVE,,SANGER,93657,FRESNO,"(36.698415, -119.55672)"
MISHA'S NUTRITION AND WATER,W 1721 KATELLA AVE,SUITE I,ANAHEIM,92804,ORANGE,"(33.804117, -117.94208)"
CASA LOMA MARKET,E 602 CASA LOMA DR,,BAKERSFIELD,93307,KERN,"(35.339715, -118.99381)"
CASTANEDA'S MARKETPLACE,8465 OLD REDWOOD HWY,STE 601,WINDSOR,95492,SONOMA,"(38.542552, -122.80071)"
CATALINA'S SUPERMARKET,N 1070 WESTERN AVE,,LOS ANGELES,90029,LOS ANGELES,"(34.090082, -118.30917)"
CHALIA'S EXPRESS NUTRITIONA,E 3578 1ST ST,,LOS ANGELES,90063,LOS ANGELES,"(34.035779, -118.1897)"
CHAPALA MARKET,5415 INTERNATIONAL BLVD,,OAKLAND,94601,ALAMEDA,"(37.767284, -122.20481)"
CHAVEZ MEAT MARKET,775 ARGUELLO ST,,REDWOOD CITY,94063,SAN MATEO,"(37.488512, -122.2354)"
CHAVEZ SUPERMARKET,W 1157 TENNYSON RD,,HAYWARD,94544,ALAMEDA,"(37.631377, -122.07687)"
CHAVEZ SUPERMARKET,2670 MONTEREY HWY,,SAN JOSE,95111,SANTA CLARA,"(37.295744, -121.85194)"
CHAVEZ SUPERMARKET,46 5TH ST,,REDWOOD CITY,94063,SAN MATEO,"(37.467821, -122.2084)"
CHAVEZ SUPERMARKET,N 666 FAIR OAKS AVE,,SUNNYVALE,94085,SANTA CLARA,"(37.390134, -122.01405)"
CHAVEZ SUPERMARKET,646 BLOSSOM HILL RD,,SAN JOSE,95123,SANTA CLARA,"(37.250509, -121.84522)"
CHAVEZ SUPERMARKET,2327 MCKEE RD,,SAN JOSE,95116,SANTA CLARA,"(37.365808, -121.84945)"
CHAVEZ SUPERMARKET,24601 MISSION BLVD,,HAYWARD,94544,ALAMEDA,"(37.662661, -122.07646)"
CHAVEZ SUPERMARKET,3282 MIDDLEFIELD RD,,MENLO PARK,94025,SAN MATEO,"(37.470814, -122.20333)"
CHESTER AVE MARKET,245 CHESTER AVE,,BAKERSFIELD,93301,KERN,"(35.358572, -119.01931)"
FRESH PRODUCE NUTRITION,4662 PRECISSI LN,STE #100,STOCKTON,95207,SAN JOAQUIN,"(37.989778, -121.31484)"
MADDOX GROCERY & LIQUOR,3243 FAIRMOUNT AVE,,SAN DIEGO,92105,SAN DIEGO,"(32.740094, -117.10065)"
CHINO RANCH MARKET,5832 RIVERSIDE DR,,CHINO,91710,SAN BERNARDINO,"(34.01953, -117.67744)"
SMART & FINAL #942,S 240 DIAMOND BAR BLVD,,DIAMOND BAR,91765,LOS ANGELES,"(34.021827, -117.8095)"
CHRIS SNACK & NUTRITION,S 730 ALVARADO ST,SUITE G,LOS ANGELES,90057,LOS ANGELES,"(34.055972, -118.27712)"
SMART & FINAL #920,W 5038 AVENUE  N,,PALMDALE,93551,LOS ANGELES,"(34.629752, -118.22035)"
STATE FOODS SUPERMARKET,S 21282 MARKS AVE,,RIVERDALE,93656,FRESNO,"(36.426659, -119.85064)"
3-H MARKET,S 731 'B' ST,,MADERA,93638,MADERA,"(36.957342, -120.04942)"
SAN JOAQUIN FOODLAND,S 8712 MAIN ST,,SAN JOAQUIN,93660,FRESNO,"(36.607677, -120.18576)"
NORTH FORK SUPER MARKET,57027 ROAD 225,,NORTH FORK,93643,MADERA,"(37.229835, -119.50863)"
VENTURA SUPER MARKET,E 3232 VENTURA AVE,,FRESNO,93702,FRESNO,"(36.73499, -119.77009)"
COALINGA SAVE A LOT FOOD STORE,W 203 POLK ST,,COALINGA,93291,FRESNO,"(36.136501, -120.36572)"
COARSEGOLD MARKET,35305 HIGHWAY 41,,COARSEGOLD,93614,MADERA,"(37.262, -119.69932)"
COOKIE CROCK MARKET,1240 KNOLLWOOD DR,,CAMBRIA,93428,SAN LUIS OBISPO,"(35.563445, -121.09199)"
COOKIE CROCK WAREHOUSE #2,490 QUINTANA RD,,MORRO BAY,93442,SAN LUIS OBISPO,"(35.369827, -120.84648)"
FRESH START #2,2400 SAN BRUNO AVE,,SAN FRANCISCO,94134,SAN FRANCISCO,"(37.73214, -122.4059)"
LA ESPERANZA MERCADO,W 937 PACHECO BLVD,,LOS BANOS,93635,MERCED,"(37.056479, -120.86972)"
CORONA MARKET,1913 EAST 1ST ST,,LOS ANGELES,90033,LOS ANGELES,"(34.04661, -118.21677)"
LA ESPERANZA MERCADO,E 823 CLEVELAND AVE,,MADERA,93638,MADERA,"(36.974832, -120.05684)"
AMIGO MARKET,405-407 SKYLINE BLVD,,AVENAL,93204,KINGS,"(36.002721, -120.13221)"
COUNTRY COUSIN FOODS,E 4594 OLIVE AVE,,FRESNO,93702,FRESNO,"(36.75696, -119.74587)"
COUNTRY RANCH MARKET,2800 BEVERLY BLVD,,LOS ANGELES,90057,LOS ANGELES,"(34.070278, -118.27926)"
HEALTHY FOOD,E 143 VIRGINIA ST,STE B,SAN JOSE,95112,SANTA CLARA,"(37.325792, -121.87897)"
FIESTA LATINO MARKET,1611 N STREET,,FIREBAUGH,93622,FRESNO,"(36.852675, -120.45155)"
FRESH & EASY 2,2630 INTERNATIONAL BLVD,,OAKLAND,94601,ALAMEDA,"(37.781223, -122.23222)"
DALY CITY MARKET,333 87TH ST,,DALY CITY,94015,SAN MATEO,"(37.692864, -122.47505)"
DAN'S LIQUOR,N 4005 MARKS AVE,,FRESNO,93722,FRESNO,"(36.794223, -119.8443)"
DAVIS FOOD CO-OP,620 G ST,,DAVIS,95616,YOLO,"(38.549326, -121.73993)"
DAY & NITE GROCERIES&TAQUERIA,S 859 HARBOR BLVD,,ANAHEIM,92805,ORANGE,"(33.823401, -117.916)"
DELTA FRESH FOODS,4036 LONE TREE WAY,,ANTIOCH,94531,CONTRA COSTA,"(37.976816, -121.80344)"
DEL PUEBLO MARKET,N 2131 PERRIS BLVD,STE C4,PERRIS,92571,RIVERSIDE,"(33.810371, -117.22536)"
DESERT PANTRY GROCERS,587 PALM CANYON DR,STE 105-107,BORREGO SPRINGS,92004,SAN DIEGO,"(33.255469, -116.37957)"
DISCOUNT STORE,S 5001 HOOVER ST,,LOS ANGELES,90037,LOS ANGELES,"(33.997624, -118.2873)"
DOC'S MARKET,W 354 RAMONA ST,,VENTURA,93001,VENTURA,"(34.290545, -119.30373)"
DOC'S MEAT MARKET,E 2141 CHANNEL ISLAND BLVD,,OXNARD,93033,VENTURA,"(34.173736, -119.15085)"
DOC'S MEAT MARKET #2,S 630 C ST,,OXNARD,93030,VENTURA,"(34.195775, -119.18074)"
DUNSMUIR SUPERMARKET,5529 DUNSMUIR AVE,,DUNSMUIR,96025,SISKIYOU,"(41.21279, -122.27164)"
EAST 15TH STREET MARKET,E 1732 15TH ST,,LONG BEACH,90813,LOS ANGELES,"(33.786221, -118.17029)"
BUY LOW MARKET,19050 LA PUENTE RD,,WEST COVINA,91792,LOS ANGELES,"(34.009276, -117.88601)"
DOLLAR MART PLUS,W 841 1/2 19TH ST,,COSTA MESA,92627,ORANGE,"(33.643327, -117.93376)"
EDDIE'S MARKET,N 415 SANTA FE AVE,,VISTA,92084,SAN DIEGO,"(33.218271, -117.24422)"
ANGELINO'S NUTRITION,S 4919 HOOPER AVE,,LOS ANGELES,90011,LOS ANGELES,"(33.998339, -118.25212)"
BABY NUTRITION,3117 ALUM ROCK AVE,,SAN JOSE,95127,SANTA CLARA,"(37.366338, -121.82771)"
EL AHORRO STORE,W 449 ANAHEIM ST,UNIT B,LONG BEACH,90813,LOS ANGELES,"(33.782918, -118.19755)"
SAM'S INTERNATIONAL MEAT MRKT,E 1437 10TH ST,,LONG BEACH,90813,LOS ANGELES,"(33.778968, -118.17334)"
MOTHERS & BABYS NUTRITIONAL C,W 3248 LINCOLN AVE,,ANAHEIM,92801,ORANGE,"(33.831902, -118.00495)"
CARNICERIA DON CHAVA,451 LAKEVILLE ST,,PETALUMA,94952,SONOMA,"(38.235824, -122.63001)"
CEDAR FOOD MART,E 4193 ILLINOIS AVE,,FRESNO,93702,FRESNO,"(36.745316, -119.75465)"
EL CHARRITO MEAT MARKET,S 1459 MAIN ST,,SANTA ANA,92707,ORANGE,"(33.728324, -117.86779)"
EL LATINO MARKET,S 7228 BROADWAY,,LOS ANGELES,90003,LOS ANGELES,"(33.973847, -118.27791)"
EL MERCADO AND DISCOUNT CENTER,2440 MCCALL AVE,,SELMA,93662,FRESNO,"(36.569695, -119.61062)"
SMART & FINAL #923,W 1636 25TH ST,,SAN PEDRO,90732,LOS ANGELES,"(33.723956, -118.31339)"
EL METATE MARKET #2,N 125 RANCHO SANTIAGO BLVD,,ORANGE,92869,ORANGE,"(33.788384, -117.80095)"
SMART & FINAL #922,21035 HAWTHORNE BLVD,,TORRANCE,90503,LOS ANGELES,"(33.838948, -118.35533)"
LA BLANQUITA MEAT MARKET,13810 LOS ANGELES ST,,BALDWIN PARK,91706,LOS ANGELES,"(34.092151, -117.97316)"
EL MONTE VILLAGE MARKET,3933 BALDWIN AVE,,EL MONTE,91731,LOS ANGELES,"(34.080226, -118.05268)"
EL NOVILLO MARKET,8714 EAST AVENUE T,SUITE Q,LITTLEROCK,93543,LOS ANGELES,"(34.542265, -117.97407)"
EL NUEVO GUADALAJARA MEAT MKT,3843 WHITTIER BLVD,,LOS ANGELES,90023,LOS ANGELES,"(34.024167, -118.19084)"
EL NUEVO GUADALAJARA MEAT MKT,6790 LONG BEACH BLVD,,LONG BEACH,90805,LOS ANGELES,"(33.877554, -118.20344)"
EL PAISA MARKET,E 3901 CESAR E. CHAVEZ AVE,,LOS ANGELES,90063,LOS ANGELES,"(34.04077, -118.18208)"
EL PAISANO LA FAMILIA,3820 UNIVERSITY AVE,,SAN DIEGO,92105,SAN DIEGO,"(32.750043, -117.1115)"
EL PROGRESO SUPERMARKET#1,19047 PARTHENIA ST,,NORTHRIDGE,91402,LOS ANGELES,"(34.228672, -118.5487)"
EL PROGRESO SUPERMARKET #4,8259 SEPULVEDA BLVD,,PANORAMA CITY,91402,LOS ANGELES,"(34.220815, -118.46768)"
EL PUEBLO FOOD MARKET,E 640 DINUBA AVE,,REEDLEY,93654,FRESNO,"(36.589935, -119.44253)"
EL PUEBLO SUPERMARKET,1101 HIGHWAY 46,,WASCO,93280,KERN,"(35.601262, -119.33853)"
EL RANCHO MARKET,N 1115 ALVARADO ST,,LOS ANGELES,90026,LOS ANGELES,"(34.077978, -118.26323)"
EL RANCHO MEAT MARKET,S 221 MAGNOLIA AVE,STE G H & J,ANAHEIM,92804,ORANGE,"(33.829082, -117.97649)"
EL RECREO MARKET,W 2501 TEMPLE ST,,LOS ANGELES,90026,LOS ANGELES,"(34.072064, -118.27351)"
EL REY MARKET,851 OAK AVE,,GREENFIELD,93927,MONTEREY,"(36.320126, -121.244)"
EL RIO OXNARD MARKET,E 2585 VINEYARD AVE,,OXNARD,93036,VENTURA,"(34.23452, -119.17137)"
EL SOL MEAT MARKET,1100 MEADOWS ROAD,,CALEXICO,92231,IMPERIAL,"(32.6799, -115.48217)"
EL SOL MEAT MARKET #2,W 100 BIRCH ST,,CALEXICO,92231,IMPERIAL,"(32.678848, -115.50026)"
HAPPY BEBE MARKET,W 135 BALL RD,,ANAHEIM,92805,ORANGE,"(33.818445, -117.91009)"
HEALTHY FAM. NUTRITION SANG,1501 ACADEMY AVE,STE 105,SANGER,93657,FRESNO,"(36.695222, -119.55446)"
1 STOP SHOP,N 1605 CEDAR AVE,,FRESNO,93703,FRESNO,"(36.765629, -119.75467)"
BAJA RANCH MARKET #1,W 328 HUNTINGTON DR,,MONROVIA,91016,LOS ANGELES,"(34.140312, -118.0065)"
HEALTHY FAMILY NUTRITION WA,2649 HWY 46,SUITE A,WASCO,93280,KERN,"(35.601176, -119.3555)"
HEALTHY FAM. NUTRITION BARS,S 119 FIRST AVE,,BARSTOW,92311,SAN BERNARDINO,"(34.897689, -117.02767)"
FOODLAND #8,646 E ST,,CHULA VISTA,91910,SAN DIEGO,"(32.639983, -117.09551)"
HEALTHY FAM. NUTR. PORTERVI,1160 HENDERSON AVE,,PORTERVILLE,93257,TULARE,"(36.080514, -119.04312)"
BAJA RANCH MARKET #5,E 475 ORANGE GROVE BLVD,,PASADENA,91104,LOS ANGELES,"(34.157761, -118.14058)"
HEALTHY FAMILY NUTRITION,240 HWY 65,,LINDSAY,93247,TULARE,"(36.195835, -119.0995)"
BAJA RANCH MARKET #2,2515 FAIR OAKS AVE,,ALTADENA,91001,LOS ANGELES,"(34.188862, -118.15043)"
BAJA RANCH MARKET #3,S 425 CITRUS AVE,,COVINA,91723,LOS ANGELES,"(34.081631, -117.89012)"
HEALTHY FAM. NUTRITION DINU,E 1414 EL MONTE WAY,,DINUBA,93618,TULARE,"(36.545331, -119.38023)"
FOODLAND #4,E 1099 MAIN ST,,EL CAJON,92021,SAN DIEGO,"(32.794893, -116.94461)"
FOODLAND #2,303 HIGHLAND AVE,,NATIONAL CITY,91950,SAN DIEGO,"(32.682675, -117.09948)"
HEALTHY FAM. NUTRITION OXNA,2190 SAVIERS RD,,OXNARD,93033,VENTURA,"(34.178669, -119.17742)"
EL SUPER TORO,N 1021 SANTA FE AVE,H,VISTA,92084,SAN DIEGO,"(33.213246, -117.24454)"
EL SUPER TORO LOCO #4,91200 2ND ST,,MECCA,92254,RIVERSIDE,"(33.570583, -116.07539)"
EL SUPER TORO LOCO #5,68-395 RAMON RD,,CATHEDRAL CITY,92234,RIVERSIDE,"(33.815395, -116.46878)"
EL TORITO MARKET #2,422 SAN DIEGO ST,,OCEANSIDE,92058,SAN DIEGO,"(33.20333, -117.36997)"
HEALTHY FAM. NUTR. EARLIMAR,N 396 CHURCH RD,,EARLIMART,93219,TULARE,"(35.887257, -119.2677)"
EL TORO LOCO FOOD CENTER,S 636 CHURCH RD,,EARLIMART,93219,TULARE,"(35.878776, -119.26778)"
EL TORO LOCO MARKET,240 GARDEN HWY,,YUBA CITY,95991,SUTTER,"(39.12621, -121.60808)"
EL TORO LOCO MARKET #8,3001 TAFT HWY,,BAKERSFIELD,93313,KERN,"(35.266456, -119.03532)"
HEALTHY FAM. NUTRITION REED,E 1406 MANNING AVE,STE A,REEDLEY,93654,FRESNO,"(36.604423, -119.43402)"
FOODLAND #3,5075 FEDERAL BLVD,,SAN DIEGO,92102,SAN DIEGO,"(32.720976, -117.08564)"
EL TORO MARKET,W 2868 RIALTO AVE,,RIALTO,92376,SAN BERNARDINO,"(34.099538, -117.35246)"
EL TORO MARKET #11,10775 HOLE AVE,,RIVERSIDE,92505,RIVERSIDE,"(33.918208, -117.48107)"
FOODLAND #5,3550 NATIONAL AVE,,SAN DIEGO,92113,SAN DIEGO,"(32.69705, -117.11756)"
HEALTHY FAM NUTRITION TULAR,E 127 TULARE AVE,,TULARE,93274,TULARE,"(36.207712, -119.34677)"
EL TORO MARKET #7,S 311 STATE ST,,HEMET,92543,RIVERSIDE,"(33.743438, -116.97203)"
HEALTHY FAM. NUTRITION VISA,N 1410 BEN MADDOX WAY,,VISALIA,93292,TULARE,"(36.341938, -119.27875)"
EL VALLE SUPERMARKET,E 11850 VALLEY BLVD,,EL MONTE,91732,LOS ANGELES,"(34.064201, -118.02136)"
ESPERENZA RANCH MARKET,W 1208 5TH ST,,SAN BERNARDINO,92411,SAN BERNARDINO,"(34.10872, -117.31187)"
"ESTRELLA FOODS MARKET, INC.",12005 GARFIELD AVE,,SOUTH GATE,90280,LOS ANGELES,"(33.917728, -118.169)"
ESTRELLA'S MARKET & TAQUERIA,10351 OLD REDWOOD HWY,,WINDSOR,95492,SONOMA,"(38.562522, -122.82574)"
EVERGREEN PRODUCE #2,1320 MARKET AVE,,SAN PABLO,94806,CONTRA COSTA,"(37.958773, -122.35616)"
FAIRFIELD MARKET & LIQUOR,W 1303 TEXAS ST,,FAIRFIELD,94533,SOLANO,"(38.24894, -122.05025)"
FAMILY DISCOUNT MARKET,E 210 ELM AVE,,COALINGA,93210,FRESNO,"(36.140688, -120.35875)"
FAMILY FIRST,1112 INTERNATIONAL BLVD,,OAKLAND,94606,ALAMEDA,"(37.791248, -122.24875)"
NEWMAN FOOD CENTER,1046 FRESNO ST,,NEWMAN,95360,STANISLAUS,"(37.314115, -121.02325)"
FAMILY MARKET & 99 CENT STORE,12539 PRAIRIE AVE,,HAWTHORNE,90250,LOS ANGELES,"(33.91844, -118.34422)"
EL MILAGRO MARKET,575 PANAMA LN,,BAKERSFIELD,93307,KERN,"(35.295547, -119.0083)"
FIVE STAR DISCOUNT MARKET,N 650 DOUGLAS DR,STE 113-120,OCEANSIDE,92058,SAN DIEGO,"(33.24496, -117.32124)"
NORTHGATE MARKET #40,E 2030 LINCOLN AVE,,ANAHEIM,92806,ORANGE,"(33.839655, -117.8876)"
FARMERS MARKET PLACE,4525 SHASTA DAM BLVD,,SHASTA LAKE,96019,SHASTA,"(40.680785, -122.36417)"
FARM FRESH MARKET,1879 PALM AVE,,SAN DIEGO,92154,SAN DIEGO,"(32.583197, -117.09418)"
FASTRIP FOODSTORE,W 195 HERMOSA ST,,LINDSAY,93247,TULARE,"(36.205002, -119.09231)"
FASTRIP FOOD STORE #33,S 6401 H ST,,BAKERSFIELD,93304,KERN,"(35.2962, -119.02163)"
FASTRIP FOOD STORE #702,W 101 VISALIA RD,,FAMERSVILLE,93223,TULARE,"(36.297773, -119.2072)"
FIERROS MEAT MARKET,1355 SOUTH C ST,,OXNARD,93033,VENTURA,"(34.185848, -119.18157)"
FIESTA FOOD MARKET 2,E 2211 CALIFORNIA AVE,,BAKERSFIELD,93307,KERN,"(35.368246, -118.96723)"
FIESTA MARKET #2,9710 MAIN ST,,LAMONT,93241,KERN,"(35.266379, -118.91498)"
FIESTA PLAZA NUT. PRODUCTS,N 1161 MACLAY AVE,UNIT F,SAN FERNANDO,91340,LOS ANGELES,"(34.295668, -118.42438)"
FIESTA SUPERMARKET,344 MAIN ST,,LIVINGSTON,95334,MERCED,"(37.386845, -120.72357)"
FIESTA SUPERMARKET,915 POSO DR,,WASCO,93280,KERN,"(35.58671, -119.33576)"
FIREBAUGH SUPERMARKET,1125 N ST,,FIREBAUGH,93622,FRESNO,"(36.85804, -120.45674)"
FIVE STAR MARKET,1701 FLOWER ST,,BAKERSFIELD,93305,KERN,"(35.38251, -118.97414)"
